,Tax Roll,Property Address,Sale Price,Time-adjusted Sale Price,2020_assessed_value_CAD,Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built,legal_desc,land_use,classifications,parcel_area (m2),year_built,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement,lat,lon
2773,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2774,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2775,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2776,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2777,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2778,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2779,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2780,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2781,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2782,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2783,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2784,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2785,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2786,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2787,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2788,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2789,858538,225 HILLCREST SQ SW,364916,353600,331000,08/14/2018,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 15 Lot: 39,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492754,-114.0216877
2790,859230,58 HILLCREST CL SW,349733,339600,346000,08/21/2018,Hillcrest,Duplex,2 Storey,1560,2018,Plan: 1712126 Block/Unit: 17 Lot: 2,R2 Low Density Residential District,Duplex,280,,None,None,None,None,None,No,51.2499895,-114.016481
2791,858231,444 HILLCREST MR SW,399987,388400,388000,08/23/2018,Hillcrest,Single Family,2 Storey,1612,2018,Plan: 1612914 Block/Unit: 16 Lot: 69,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,302,2018,None,Yes,No,Yes,None,No,51.2926993,-114.0134073
2792,849689,287 HILLCREST CI SW,422500,410200,421000,08/31/2018,Hillcrest,Single Family,2 Storey,2095,2012,Plan: 1111752 Block/Unit: 1 Lot: 47,R1-U Urban Standard Residential District,Single Family Dwelling,340,2012,None,Yes,Yes,Yes,Yes,No,51.2557917,-114.0223127
2793,859320,457 HILLCREST RD SW,395253,383800,385000,08/29/2018,Hillcrest,Duplex,2 Storey,1665,2017,Plan: 1712126 Block/Unit: 18 Lot: 32,R2 Low Density Residential District,Duplex,284,2017,Yes,Yes,Yes,Yes,None,Yes,51.2491407,-114.0142266
2794,858418,303 HILLCREST HT SW,547309,531400,519000,08/28/2018,Hillcrest,Single Family,2 Storey,2251,2018,Plan: 1710299 Block/Unit: 7 Lot: 17,R1 Single Detached Residential District,Single Family Dwelling,439,2018,Yes,Yes,Yes,Yes,Yes,Yes,51.2539902,-114.0180526
2795,858550,253 HILLCREST SQ SW,305034,296400,317000,09/07/2018,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 32,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,No,Yes,None,No,51.2492773,-114.0215477
2796,856615,280 HILLCREST DR SW,519596,499000,473000,09/11/2018,Hillcrest,Single Family,2 Storey,2104,2018,Plan: 1513207 Block/Unit: 20 Lot: 10,R1 Single Detached Residential District,Single Family Dwelling,440,2018,Yes,Yes,Yes,Yes,Yes,No,51.2526487,-114.015815
2797,858551,257 HILLCREST SQ SW,360525,350400,322000,09/11/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 31,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,No,Yes,None,No,51.2492776,-114.0215277
2798,858548,245 HILLCREST SQ SW,346745,337000,345000,09/11/2018,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 34,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,No,Yes,None,No,51.2492768,-114.0215877
2799,858549,249 HILLCREST SQ SW,339307,329700,322000,09/12/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 33,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,No,Yes,None,No,51.2492771,-114.0215677
2800,858401,263 HILLCREST HT SW,657730,631600,595000,09/12/2018,Hillcrest,Single Family,2 Storey,2916,2018,Plan: 1710299 Block/Unit: 9 Lot: 41,R1 Single Detached Residential District,Single Family Dwelling,470,2018,None,Yes,Yes,Yes,Yes,Yes,51.2532426,-114.0168008
2801,858552,261 HILLCREST SQ SW,402129,390800,346000,09/12/2018,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 30,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492779,-114.0215077
2802,858424,327 HILLCREST HT SW,526050,505200,500000,09/13/2018,Hillcrest,Single Family,2 Storey,2051,2018,Plan: 1710299 Block/Unit: 7 Lot: 11,R1 Single Detached Residential District,Single Family Dwelling,439,2018,Yes,Yes,Yes,Yes,Yes,Yes,51.2538088,-114.0189532
2803,858407,279 HILLCREST HT SW,569633,547000,518000,09/13/2018,Hillcrest,Single Family,2 Storey,2200,2018,Plan: 1710299 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,464,2018,None,Yes,Yes,Yes,Yes,Yes,51.2536442,-114.0171871
2804,849668,231 HILLCREST CI SW,482500,463300,438000,09/13/2018,Hillcrest,Single Family,2 Storey,2075,2011,Plan: 1111752 Block/Unit: 1 Lot: 33,R1-U Urban Standard Residential District,Single Family Dwelling,507,2011,Yes,Yes,No,Yes,Yes,No,51.2555446,-114.0242466
2805,859321,461 HILLCREST RD SW,346130,332400,366000,09/18/2018,Hillcrest,Duplex,2 Storey,1555,2017,Plan: 1712126 Block/Unit: 18 Lot: 31,R2 Low Density Residential District,Duplex,299,2017,None,Yes,Yes,Yes,None,Yes,51.2491266,-114.014092
2806,858187,48 HILLCREST AV SW,581324,558200,537000,09/24/2018,Hillcrest,Single Family,2 Storey,2412,2018,Plan: 1612914 Block/Unit: 20 Lot: 35,R1 Single Detached Residential District,Single Family Dwelling,388,2018,Yes,Yes,Yes,Yes,Yes,No,51.2512237,-114.0180234
2807,858185,44 HILLCREST AV SW,578864,555900,510000,09/24/2018,Hillcrest,Single Family,2 Storey,2398,2018,Plan: 1612914 Block/Unit: 20 Lot: 36,R1 Single Detached Residential District,Single Family Dwelling,388,2018,None,Yes,Yes,Yes,Yes,No,51.2511872,-114.0181744
2808,859232,62 HILLCREST CL SW,345741,332000,348000,09/26/2018,Hillcrest,Duplex,2 Storey,1576,2018,Plan: 1712126 Block/Unit: 17 Lot: 3,R2 Low Density Residential District,Duplex,279,2018,None,Yes,No,Yes,None,No,51.2499897,-114.0163667
2809,858561,289 HILLCREST SQ SW,323990,314900,324000,09/27/2018,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 23,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,Yes,Yes,Yes,Yes,None,No,51.2492797,-114.0213678
2810,858563,293 HILLCREST SQ SW,337845,328300,310000,09/27/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 22,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.24928,-114.0213478
2811,858565,297 HILLCREST SQ SW,324333,315200,306000,09/28/2018,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 21,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.2492803,-114.0213278
2812,858179,20 HILLCREST AV SW,535876,530000,538000,10/15/2018,Hillcrest,Single Family,2 Storey,2412,2018,Plan: 1612914 Block/Unit: 20 Lot: 42,R1 Single Detached Residential District,Single Family Dwelling,451,2018,Yes,Yes,Yes,Yes,None,No,51.2506125,-114.0192386
2813,859234,66 HILLCREST CL SW,406697,402200,363000,10/11/2018,Hillcrest,Duplex,2 Storey,1568,2018,Plan: 1712126 Block/Unit: 17 Lot: 4,R2 Low Density Residential District,Duplex,279,2018,Yes,Yes,Yes,Yes,None,No,51.2499898,-114.0162526
2814,858385,231 HILLCREST HT SW,553379,547300,536000,10/01/2018,Hillcrest,Single Family,2 Storey,2246,2018,Plan: 1710299 Block/Unit: 9 Lot: 33,R1 Single Detached Residential District,Single Family Dwelling,440,2018,Yes,Yes,Yes,Yes,Yes,Yes,51.2523949,-114.0167304
2815,858374,191 HILLCREST HT SW,524871,519100,452000,10/26/2018,Hillcrest,Single Family,Bungalow,1373,2018,Plan: 1710299 Block/Unit: 9 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,440,2018,None,Yes,Yes,Yes,Yes,Yes,51.2518012,-114.0177618
2816,851116,1073 HILLCREST LN SW,349999,340700,362000,11/13/2018,Hillcrest,Duplex,2 Storey,1612,2013,Plan: 1211252 Block/Unit: 12 Lot: 36,R2 Low Density Residential District,Duplex,304,2013,Yes,Yes,Yes,Yes,None,No,51.2519586,-114.0237746
2817,858559,281 HILLCREST SQ SW,342166,334400,322000,11/13/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 25,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.2492792,-114.0214078
2818,858574,329 HILLCREST SQ SW,322813,315500,309000,11/26/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 13,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2495269,-114.0203123
2819,858558,277 HILLCREST SQ SW,314727,307600,318000,11/29/2018,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 26,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.2492789,-114.0214277
2820,858458,230 HILLCREST GD SW,272304,266200,278000,11/27/2018,Hillcrest,Townhouse,3 Storey - basementless,1414,2018,Plan: 1710281 Block/Unit: 16 Lot: 11,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,86,2018,None,Yes,Yes,Yes,None,No,51.2494887,-114.0210029
2821,858573,326 HILLCREST SQ SW,255670,249900,278000,11/27/2018,Hillcrest,Townhouse,3 Storey - basementless,1414,2018,Plan: 1710281 Block/Unit: 16 Lot: 8,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,84,2018,None,Yes,Yes,Yes,None,No,51.2495073,-114.020832
2822,858576,333 HILLCREST SQ SW,340791,337200,333000,11/26/2018,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 12,R2-T Townhouse Residential District,Freehold Townhouse,226,2018,None,Yes,No,Yes,None,No,51.2495929,-114.0203125
2823,858181,28 HILLCREST AV SW,483645,470800,495000,11/15/2018,Hillcrest,Single Family,2 Storey,2246,2018,Plan: 1612914 Block/Unit: 20 Lot: 40,R1 Single Detached Residential District,Single Family Dwelling,402,2018,None,Yes,No,Yes,Yes,No,51.2506664,-114.0190334
2824,858562,290 HILLCREST SQ SW,304448,297600,294000,11/26/2018,Hillcrest,Townhouse,3 Storey - basementless,1521,2018,Plan: 1710281 Block/Unit: 16 Lot: 10,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,130,2018,None,Yes,Yes,Yes,None,No,51.2494164,-114.0209987
2825,858564,294 HILLCREST SQ SW,322929,315600,294000,11/26/2018,Hillcrest,Townhouse,3 Storey - basementless,1521,2018,Plan: 1710281 Block/Unit: 16 Lot: 9,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,130,2018,None,Yes,Yes,Yes,None,No,51.24938,-114.0209346
2826,858376,199 HILLCREST HT SW,575278,560000,535000,11/15/2018,Hillcrest,Single Family,2 Storey,2412,2018,Plan: 1710299 Block/Unit: 9 Lot: 25,R1 Single Detached Residential District,Single Family Dwelling,441,2018,None,Yes,Yes,Yes,None,Yes,51.2518323,-114.0174504
2827,858553,265 HILLCREST SQ SW,323368,316100,338000,11/07/2018,Hillcrest,Townhouse,2 Storey,1700,2018,Plan: 1710281 Block/Unit: 15 Lot: 29,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492781,-114.0214877
2828,849628,135 HILLCREST CI SW,436000,424400,436000,11/07/2018,Hillcrest,Single Family,2 Storey,1951,2011,Plan: 1111752 Block/Unit: 1 Lot: 9,R1-U Urban Standard Residential District,Single Family Dwelling,424,2011,Yes,Yes,Yes,Yes,Yes,No,51.2534354,-114.0240222
2829,858560,285 HILLCREST SQ SW,347524,339700,338000,11/06/2018,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 24,R2-T Townhouse Residential District,Freehold Townhouse,235,2018,None,Yes,Yes,Yes,None,No,51.2492795,-114.0213878
2830,858555,269 HILLCREST SQ SW,313943,306800,322000,11/07/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 28,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.2492784,-114.0214677
2831,849638,162 HILLCREST CI SW,537500,523200,513000,11/09/2018,Hillcrest,Single Family,2 Storey,2314,2011,Plan: 1111752 Block/Unit: 2 Lot: 4,R1-U Urban Standard Residential District,Single Family Dwelling,416,2011,Yes,Yes,Yes,Yes,Yes,No,51.2540866,-114.0235846
2832,854345,334 HILLCREST CI SW,430000,418600,439000,11/09/2018,Hillcrest,Single Family,2 Storey,2010,2014,Plan: 1411136 Block/Unit: 4 Lot: 8,R1-U Urban Standard Residential District,Single Family Dwelling,473,2014,None,Yes,Yes,Yes,Yes,No,51.2553615,-114.0205334
2833,858557,273 HILLCREST SQ SW,309407,302400,318000,11/06/2018,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 27,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.2492787,-114.0214477
2834,851822,1128 HILLCREST LN SW,484500,471600,477000,11/06/2018,Hillcrest,Single Family,2 Storey,2095,2013,Plan: 1310094 Block/Unit: 11 Lot: 32,R1-U Urban Standard Residential District,Single Family Dwelling,653,2013,Yes,Yes,Yes,Yes,Yes,Yes,51.250832,-114.0243148
2835,858372,187 HILLCREST HT SW,521380,515600,518000,12/20/2018,Hillcrest,Single Family,2 Storey,2251,2018,Plan: 1710299 Block/Unit: 9 Lot: 22,R1 Single Detached Residential District,Single Family Dwelling,440,2018,None,Yes,Yes,Yes,Yes,Yes,51.2550141,-114.0190473
2836,858575,330 HILLCREST SQ SW,261542,256300,278000,12/04/2018,Hillcrest,Townhouse,3 Storey - basementless,1414,2018,Plan: 1710281 Block/Unit: 16 Lot: 7,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,86,2018,None,Yes,Yes,Yes,None,No,51.2495464,-114.0208097
2837,858572,325 HILLCREST SQ SW,309475,303300,305000,12/05/2018,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 14,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.249473,-114.0203122
2838,858475,49 HILLCREST SQ SW,349000,342100,328000,12/05/2018,Hillcrest,Townhouse,2 Storey,1699,2016,Plan: 1710281 Block/Unit: 14 Lot: 6,R2-T Townhouse Residential District,Freehold Townhouse,248,2016,None,Yes,No,Yes,None,No,51.2502339,-114.0220892
2839,858571,321 HILLCREST SQ SW,321806,315400,305000,12/05/2018,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 15,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2494192,-114.0203119
2840,859287,390 HILLCREST RD SW,340815,337100,342000,12/05/2018,Hillcrest,Duplex,2 Storey,1506,2018,Plan: 1712126 Block/Unit: 17 Lot: 39,R2 Low Density Residential District,Duplex,279,2018,None,Yes,No,Yes,None,No,51.2496155,-114.0160175
2841,858477,53 HILLCREST SQ SW,338990,332200,305000,12/07/2018,Hillcrest,Townhouse,2 Storey,1533,2016,Plan: 1710281 Block/Unit: 14 Lot: 5,R2-T Townhouse Residential District,Freehold Townhouse,162,2016,None,Yes,No,Yes,None,No,51.2502332,-114.0221552
2842,858577,334 HILLCREST SQ SW,280764,275200,290000,12/10/2018,Hillcrest,Townhouse,3 Storey - basementless,1444,2018,Plan: 1710281 Block/Unit: 16 Lot: 6,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,109,2018,None,Yes,Yes,Yes,None,No,51.2496114,-114.02081
2843,858570,317 HILLCREST SQ SW,332037,325400,309000,12/04/2018,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 16,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2493651,-114.0203122
2844,858415,295 HILLCREST HT SW,476189,471000,488000,12/04/2018,Hillcrest,Single Family,2 Storey,2383,2017,Plan: 1710299 Block/Unit: 7 Lot: 19,R1 Single Detached Residential District,Single Family Dwelling,439,2017,None,Yes,Yes,Yes,Yes,Yes,51.2539118,-114.0177349
2845,858403,267 HILLCREST HT SW,563196,557000,540000,12/06/2018,Hillcrest,Single Family,2 Storey,2394,2018,Plan: 1710299 Block/Unit: 9 Lot: 42,R1 Single Detached Residential District,Single Family Dwelling,533,2018,None,Yes,Yes,Yes,Yes,Yes,51.2533478,-114.0168333
2846,858454,222 HILLCREST GD SW,290793,285000,290000,12/06/2018,Hillcrest,Townhouse,3 Storey - basementless,1444,2018,Plan: 1710281 Block/Unit: 16 Lot: 13,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,109,2018,None,Yes,Yes,Yes,None,No,51.2547231,-114.0169789
2847,859324,473 HILLCREST RD SW,377737,371300,314000,01/08/2019,Hillcrest,Townhouse,2 Storey,1447,2018,Plan: 1712126 Block/Unit: 18 Lot: 28,R2-T Townhouse Residential District,Freehold Townhouse,574,2018,None,Yes,Yes,Yes,Yes,Yes,51.2492288,-114.0135956
2848,859325,477 HILLCREST RD SW,324232,318700,296000,01/15/2019,Hillcrest,Townhouse,2 Storey,1389,2018,Plan: 1712126 Block/Unit: 18 Lot: 27,R2-T Townhouse Residential District,Freehold Townhouse,215,2018,None,Yes,Yes,Yes,None,Yes,51.2493387,-114.0136258
2849,858567,305 HILLCREST SQ SW,340465,338100,381000,01/17/2019,Hillcrest,Duplex,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 19,R2-T Townhouse Residential District,Duplex,446,2018,None,Yes,Yes,Yes,None,No,51.2492808,-114.0212878
2850,858568,309 HILLCREST SQ SW,333775,331500,391000,01/24/2019,Hillcrest,Duplex,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 18,R2-T Townhouse Residential District,Duplex,568,2018,None,Yes,Yes,Yes,None,No,51.2492811,-114.0212678
2851,849669,235 HILLCREST CI SW,432500,429500,467000,01/29/2019,Hillcrest,Single Family,2 Storey,2266,2011,Plan: 1111752 Block/Unit: 1 Lot: 34,R1-U Urban Standard Residential District,Single Family Dwelling,799,2011,None,Yes,Yes,Yes,Yes,No,51.2556424,-114.0241962
2852,858462,6 HILLCREST SQ SW,297002,301900,294000,02/07/2019,Hillcrest,Townhouse,3 Storey - basementless,1525,2018,Plan: 1710281 Block/Unit: 16 Lot: 18,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,134,2018,None,Yes,Yes,Yes,None,No,51.2499373,-114.0209999
2853,858581,342 HILLCREST SQ SW,255509,256300,267000,02/07/2019,Hillcrest,Townhouse,3 Storey - basementless,1294,2018,Plan: 1710281 Block/Unit: 16 Lot: 4,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,86,2018,None,Yes,Yes,Yes,None,No,51.2497487,-114.0208102
2854,859248,94 HILLCREST CL SW,374237,370900,348000,02/08/2019,Hillcrest,Duplex,2 Storey,1576,2018,Plan: 1712126 Block/Unit: 17 Lot: 11,R2 Low Density Residential District,Duplex,279,2018,None,Yes,No,Yes,None,No,51.2499907,-114.0154537
2855,858191,56 HILLCREST AV SW,488413,484000,462000,02/22/2019,Hillcrest,Single Family,2 Storey,2253,2018,Plan: 1612914 Block/Unit: 20 Lot: 33,R1 Single Detached Residential District,Single Family Dwelling,396,2018,None,Yes,Yes,Yes,None,No,51.251287,-114.0177163
2856,858257,236 HILLCREST RD SW,408181,404500,399000,02/26/2019,Hillcrest,Single Family,2 Storey,1734,2018,Plan: 1612914 Block/Unit: 21 Lot: 10,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,322,2018,None,Yes,Yes,Yes,None,No,51.2496752,-114.0191141
2857,851126,1093 HILLCREST LN SW,322500,319600,326000,02/28/2019,Hillcrest,Duplex,2 Storey,1439,2012,Plan: 1211252 Block/Unit: 12 Lot: 31,R2 Low Density Residential District,Duplex,304,2012,None,Yes,Yes,Yes,Yes,No,51.2516499,-114.0237864
2858,859327,485 HILLCREST RD SW,322500,318000,315000,02/28/2019,Hillcrest,Townhouse,2 Storey,1465,2018,Plan: 1712126 Block/Unit: 18 Lot: 25,R2-T Townhouse Residential District,Freehold Townhouse,376,2018,None,Yes,Yes,Yes,Yes,Yes,51.2494717,-114.0135858
2859,849644,174 HILLCREST CI SW,415900,412200,396000,02/28/2019,Hillcrest,Single Family,2 Storey,1756,2012,Plan: 1111752 Block/Unit: 2 Lot: 7,R1-U Urban Standard Residential District,Single Family Dwelling,368,2012,None,Yes,Yes,Yes,Yes,No,51.2543509,-114.0235852
2860,858583,346 HILLCREST SQ SW,233736,231000,267000,03/01/2019,Hillcrest,Townhouse,3 Storey - basementless,1294,2018,Plan: 1710281 Block/Unit: 16 Lot: 3,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,86,2018,None,Yes,Yes,Yes,None,No,51.2498062,-114.0208102
2861,858591,373 HILLCREST SQ SW,297212,293800,305000,03/04/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 2,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2502167,-114.0203138
2862,851117,1076 HILLCREST LN SW,420000,421900,450000,03/04/2019,Hillcrest,Single Family,2 Storey,2069,2013,Plan: 1211252 Block/Unit: 11 Lot: 19,R1-U Urban Standard Residential District,Single Family Dwelling,352,2013,None,Yes,Yes,Yes,Yes,No,51.2520486,-114.0243069
2863,858590,369 HILLCREST SQ SW,305766,302300,309000,03/04/2019,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 3,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2501628,-114.0203137
2864,858586,353 HILLCREST SQ SW,304990,301500,333000,03/04/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 7,R2-T Townhouse Residential District,Freehold Townhouse,226,2018,Yes,Yes,Yes,No,None,No,51.2499109,-114.0203132
2865,858569,313 HILLCREST SQ SW,319900,316200,333000,03/06/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 17,R2-T Townhouse Residential District,Freehold Townhouse,351,2018,None,Yes,No,Yes,None,No,51.2492738,-114.0202841
2866,858589,365 HILLCREST SQ SW,299808,310700,305000,03/08/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 4,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2501089,-114.0203136
