,Tax Roll,Property Address,Sale Price,Time-adjusted Sale Price,2020_assessed_value_CAD,Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built,legal_desc,land_use,classifications,parcel_area (m2),year_built,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement,lat,lon
2867,858582,345 HILLCREST SQ SW,294990,291600,305000,03/11/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 15 Lot: 9,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.2497909,-114.0203129
2868,858184,40 HILLCREST AV SW,525741,528100,514000,03/20/2019,Hillcrest,Single Family,2 Storey,2397,2018,Plan: 1612914 Block/Unit: 20 Lot: 37,R1 Single Detached Residential District,Single Family Dwelling,386,2018,None,Yes,Yes,Yes,Yes,No,51.2508693,-114.0183481
2869,858448,210 HILLCREST GD SW,239370,236600,267000,03/22/2019,Hillcrest,Townhouse,3 Storey - basementless,1294,2018,Plan: 1710281 Block/Unit: 16 Lot: 16,R-BTB Back to Back Townhouse Residential District,Freehold Townhouse,86,2018,None,Yes,Yes,Yes,None,No,51.249806,-114.0210036
2870,854790,137 HILLCREST DR SW,484761,511300,503000,03/22/2019,Hillcrest,Single Family,2 Storey,2025,2016,Plan: 1412170 Block/Unit: 3 Lot: 1,R1-U Urban Standard Residential District,Single Family Dwelling,648,2016,None,Yes,Yes,Yes,Yes,Yes,51.2545952,-114.0211774
2871,858592,377 HILLCREST SQ SW,354654,350600,356000,03/25/2019,Hillcrest,Townhouse,2 Storey,1641,2018,Plan: 1710281 Block/Unit: 15 Lot: 1,R2-T Townhouse Residential District,Freehold Townhouse,339,2018,Yes,Yes,No,Yes,None,No,51.2503028,-114.0203069
2872,859299,414 HILLCREST RD SW,399755,401600,364000,03/26/2019,Hillcrest,Duplex,2 Storey,1576,2018,Plan: 1712126 Block/Unit: 17 Lot: 33,R2 Low Density Residential District,Duplex,279,2018,Yes,Yes,No,Yes,None,No,51.2496163,-114.0153327
2873,858378,207 HILLCREST HT SW,514190,516500,478000,03/27/2019,Hillcrest,Single Family,2 Storey,2179,2018,Plan: 1710299 Block/Unit: 9 Lot: 27,R1 Single Detached Residential District,Single Family Dwelling,457,2018,None,Yes,Yes,Yes,Yes,Yes,51.2518452,-114.0171027
2874,854410,480 HILLCREST CI SW,333000,329200,301000,03/28/2019,Hillcrest,Townhouse,2 Storey,1330,2014,Plan: 1411136 Block/Unit: 4 Lot: 36,R2-T Townhouse Residential District,Freehold Townhouse,217,2014,Yes,Yes,Yes,Yes,None,No,51.2549649,-114.0173753
2875,858196,65 HILLCREST AV SW,434041,436000,405000,03/29/2019,Hillcrest,Single Family,2 Storey,1561,2018,Plan: 1612914 Block/Unit: 16 Lot: 6,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,325,2018,Yes,Yes,Yes,Yes,None,No,51.2507887,-114.0173681
2876,858566,301 HILLCREST SQ SW,309990,306400,324000,03/29/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 20,R2-T Townhouse Residential District,Freehold Townhouse,297,2018,None,Yes,Yes,Yes,None,No,51.2492805,-114.0213078
2877,856597,153 HILLCREST AV SW,340825,342400,367000,03/29/2019,Hillcrest,Single Family,2 Storey,1582,2018,Plan: 1513207 Block/Unit: 16 Lot: 28,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2018,None,None,Yes,Yes,Yes,No,51.2511339,-114.0145603
2878,856618,292 HILLCREST DR SW,732918,734700,669000,04/02/2019,Hillcrest,Single Family,2 Storey,2701,2018,Plan: 1513207 Block/Unit: 20 Lot: 13,R1 Single Detached Residential District,Single Family Dwelling,440,2018,Yes,Yes,Yes,Yes,Yes,No,51.2523521,-114.0158171
2879,856585,105 HILLCREST AV SW,323851,324600,351000,04/04/2019,Hillcrest,Single Family,2 Storey,1368,2018,Plan: 1513207 Block/Unit: 16 Lot: 16,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2018,None,None,Yes,No,None,No,51.2508536,-114.0160812
2880,854840,38 HILLCREST TC SW,540000,541300,617000,04/24/2019,Hillcrest,Single Family,2 Storey,2169,2015,Plan: 1412170 Block/Unit: 8 Lot: 24,R1 Single Detached Residential District,Single Family Dwelling,828,2015,None,Yes,Yes,Yes,Yes,No,51.2499853,-114.0164045
2881,858463,9 HILLCREST SQ SW,295785,293200,310000,04/24/2019,Hillcrest,Townhouse,2 Storey,1533,2018,Plan: 1710281 Block/Unit: 14 Lot: 16,R2-T Townhouse Residential District,Freehold Townhouse,157,2018,None,Yes,Yes,Yes,None,No,51.2502381,-114.0210272
2882,858420,311 HILLCREST HT SW,626750,628300,543000,04/25/2019,Hillcrest,Single Family,2 Storey,2412,2018,Plan: 1710299 Block/Unit: 7 Lot: 15,R1 Single Detached Residential District,Single Family Dwelling,439,2018,None,Yes,Yes,Yes,Yes,Yes,51.25403,-114.0183882
2883,858588,361 HILLCREST SQ SW,289885,287400,309000,04/25/2019,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 5,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,None,Yes,No,Yes,None,No,51.250055,-114.0203135
2884,858584,349 HILLCREST SQ SW,276000,273600,309000,04/30/2019,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 15 Lot: 8,R2-T Townhouse Residential District,Freehold Townhouse,156,2018,Yes,Yes,No,Yes,None,No,51.2498449,-114.020313
2885,856598,157 HILLCREST AV SW,356392,357200,372000,04/30/2019,Hillcrest,Single Family,2 Storey,1665,2018,Plan: 1513207 Block/Unit: 16 Lot: 29,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,320,2018,None,None,No,Yes,None,No,51.2511336,-114.0144332
2886,858236,455 HILLCREST MR SW,424191,415700,397000,05/01/2019,Hillcrest,Single Family,2 Storey,1642,2018,Plan: 1612914 Block/Unit: 21 Lot: 13,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,375,2018,None,Yes,No,Yes,None,No,51.2553632,-114.0168449
2887,859238,74 HILLCREST CL SW,362349,355100,362000,05/06/2019,Hillcrest,Duplex,2 Storey,1560,2018,Plan: 1712126 Block/Unit: 17 Lot: 6,R2 Low Density Residential District,Duplex,279,2018,Yes,Yes,Yes,Yes,None,No,51.2500031,-114.0160243
2888,854814,139 HILLCREST HT SW,740000,725100,741000,05/07/2019,Hillcrest,Single Family,2 Storey,2498,2014,Plan: 1412170 Block/Unit: 9 Lot: 10,R1 Single Detached Residential District,Single Family Dwelling,652,2014,Yes,Yes,Yes,Yes,Yes,No,51.2518156,-114.0199399
2889,858188,49 HILLCREST AV SW,431741,423100,412000,05/08/2019,Hillcrest,Single Family,2 Storey,1628,2018,Plan: 1612914 Block/Unit: 16 Lot: 2,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,309,2018,Yes,Yes,Yes,Yes,None,No,51.2506836,-114.0178506
2890,859283,382 HILLCREST RD SW,323302,316800,330000,05/09/2019,Hillcrest,Duplex,2 Storey,1576,2018,Plan: 1712126 Block/Unit: 17 Lot: 41,R2 Low Density Residential District,Duplex,279,2018,None,None,No,Yes,None,No,51.2496152,-114.0162458
2891,858200,73 HILLCREST AV SW,376836,369300,390000,05/09/2019,Hillcrest,Single Family,2 Storey,1547,2018,Plan: 1612914 Block/Unit: 16 Lot: 8,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,322,2018,None,Yes,No,Yes,Yes,No,51.2508141,-114.0171078
2892,859250,98 HILLCREST CL SW,304128,298000,325000,05/09/2019,Hillcrest,Duplex,2 Storey,1568,2018,Plan: 1712126 Block/Unit: 17 Lot: 12,R2 Low Density Residential District,Duplex,279,2018,None,None,Yes,Yes,None,No,51.2499909,-114.0153395
2893,856599,161 HILLCREST AV SW,350000,343000,352000,05/09/2019,Hillcrest,Single Family,2 Storey,1420,2018,Plan: 1513207 Block/Unit: 16 Lot: 30,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2018,None,Yes,No,Yes,Yes,No,51.2511333,-114.014306
2894,858234,451 HILLCREST MR SW,434425,425700,412000,05/10/2019,Hillcrest,Single Family,Bungalow,1113,2018,Plan: 1612914 Block/Unit: 21 Lot: 14,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,303,2018,Yes,Yes,Yes,No,None,No,51.2512653,-114.015179
2895,858461,5 HILLCREST SQ SW,300435,298700,305000,05/16/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 14 Lot: 17,R2-T Townhouse Residential District,Freehold Townhouse,157,2018,None,Yes,Yes,Yes,None,No,51.2502384,-114.0209413
2896,858459,1 HILLCREST SQ SW,330000,328100,339000,05/16/2019,Hillcrest,Townhouse,2 Storey,1641,2018,Plan: 1710281 Block/Unit: 14 Lot: 18,R2-T Townhouse Residential District,Freehold Townhouse,321,2018,None,Yes,Yes,Yes,None,No,51.2502389,-114.0208097
2897,858464,13 HILLCREST SQ SW,275000,273400,305000,05/16/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 14 Lot: 15,R2-T Townhouse Residential District,Freehold Townhouse,158,2018,None,Yes,Yes,Yes,None,No,51.2502377,-114.0211132
2898,858466,21 HILLCREST SQ SW,308370,306600,333000,05/16/2019,Hillcrest,Townhouse,2 Storey,1698,2018,Plan: 1710281 Block/Unit: 14 Lot: 13,R2-T Townhouse Residential District,Freehold Townhouse,243,2018,None,Yes,Yes,Yes,None,No,51.2502368,-114.0213078
2899,858469,29 HILLCREST SQ SW,295283,293600,310000,05/22/2019,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 14 Lot: 11,R2-T Townhouse Residential District,Freehold Townhouse,160,2018,None,Yes,Yes,Yes,None,No,51.2502358,-114.0215482
2900,858544,237 HILLCREST SQ SW,309990,308200,310000,05/27/2019,Hillcrest,Townhouse,2 Storey,1533,2018,Plan: 1710281 Block/Unit: 15 Lot: 36,R2-T Townhouse Residential District,Freehold Townhouse,162,2018,None,Yes,Yes,Yes,None,No,51.2492762,-114.0216277
2901,858473,41 HILLCREST SQ SW,291216,289500,310000,05/27/2019,Hillcrest,Townhouse,2 Storey,1524,2018,Plan: 1710281 Block/Unit: 14 Lot: 8,R2-T Townhouse Residential District,Freehold Townhouse,161,2018,None,Yes,Yes,Yes,None,No,51.2502347,-114.0218059
2902,858471,33 HILLCREST SQ SW,283626,282000,305000,05/29/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 14 Lot: 10,R2-T Townhouse Residential District,Freehold Townhouse,160,2018,None,Yes,Yes,Yes,None,No,51.2502354,-114.0216341
2903,858472,37 HILLCREST SQ SW,282988,281300,305000,05/29/2019,Hillcrest,Townhouse,2 Storey,1471,2018,Plan: 1710281 Block/Unit: 14 Lot: 9,R2-T Townhouse Residential District,Freehold Townhouse,160,2018,None,Yes,No,Yes,None,No,51.2502351,-114.02172
2904,858587,357 HILLCREST SQ SW,306596,304800,333000,05/30/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 6,R2-T Townhouse Residential District,Freehold Townhouse,226,2018,None,Yes,No,Yes,None,No,51.249989,-114.0203133
2905,859326,481 HILLCREST RD SW,300000,299100,295000,06/03/2019,Hillcrest,Townhouse,2 Storey,1389,2018,Plan: 1712126 Block/Unit: 18 Lot: 26,R2-T Townhouse Residential District,Freehold Townhouse,203,2018,None,Yes,Yes,Yes,None,Yes,51.2493933,-114.0136122
2906,858465,17 HILLCREST SQ SW,301874,301000,310000,06/03/2019,Hillcrest,Townhouse,2 Storey,1533,2018,Plan: 1710281 Block/Unit: 14 Lot: 14,R2-T Townhouse Residential District,Freehold Townhouse,158,2018,None,Yes,Yes,Yes,None,No,51.2502373,-114.0211991
2907,849633,151 HILLCREST CI SW,447500,449000,416000,06/05/2019,Hillcrest,Single Family,2 Storey,1959,2011,Plan: 1111752 Block/Unit: 1 Lot: 13,R1-U Urban Standard Residential District,Single Family Dwelling,324,2011,Yes,Yes,Yes,Yes,Yes,No,51.253779,-114.0243758
2908,858467,25 HILLCREST SQ SW,311677,310800,333000,06/06/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 14 Lot: 12,R2-T Townhouse Residential District,Freehold Townhouse,244,2018,None,Yes,Yes,Yes,None,No,51.2502363,-114.0214395
2909,859236,70 HILLCREST CL SW,330393,331500,342000,06/06/2019,Hillcrest,Duplex,2 Storey,1506,2018,Plan: 1712126 Block/Unit: 17 Lot: 5,R2 Low Density Residential District,Duplex,279,2018,None,Yes,Yes,Yes,None,No,51.2500032,-114.0161385
2910,858578,337 HILLCREST SQ SW,314990,314100,333000,06/12/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 15 Lot: 11,R2-T Townhouse Residential District,Freehold Townhouse,226,2018,None,Yes,No,Yes,None,No,51.249671,-114.0203126
2911,859285,386 HILLCREST RD SW,313200,314300,325000,06/12/2019,Hillcrest,Duplex,2 Storey,1560,2018,Plan: 1712126 Block/Unit: 17 Lot: 40,R2 Low Density Residential District,Duplex,279,2018,None,None,No,Yes,None,No,51.2496154,-114.0161315
2912,851821,1124 HILLCREST LN SW,449000,450500,440000,06/12/2019,Hillcrest,Single Family,2 Storey,1901,2013,Plan: 1310094 Block/Unit: 11 Lot: 31,R1-U Urban Standard Residential District,Single Family Dwelling,429,2013,Yes,Yes,Yes,No,Yes,Yes,51.250966,-114.0242973
2913,858474,45 HILLCREST SQ SW,305475,304600,333000,06/13/2019,Hillcrest,Townhouse,2 Storey,1699,2018,Plan: 1710281 Block/Unit: 14 Lot: 7,R2-T Townhouse Residential District,Freehold Townhouse,247,2018,None,Yes,Yes,Yes,None,No,51.2502342,-114.0219148
2914,856600,165 HILLCREST AV SW,361715,362900,384000,06/13/2019,Hillcrest,Single Family,2 Storey,1468,2018,Plan: 1513207 Block/Unit: 16 Lot: 31,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,373,2018,None,Yes,Yes,Yes,Yes,No,51.250852,-114.0141802
2915,854357,358 HILLCREST CI SW,471000,472600,466000,06/25/2019,Hillcrest,Single Family,2 Storey,2008,2015,Plan: 1411136 Block/Unit: 4 Lot: 14,R1-U Urban Standard Residential District,Single Family Dwelling,413,2015,None,Yes,Yes,Yes,Yes,No,51.2553709,-114.0196322
2916,567000,22 JENSEN HEIGHTS PL NE,479900,457600,433000,08/19/2016,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2917,567000,22 JENSEN HEIGHTS PL NE,479900,457600,433000,08/19/2016,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2918,567000,22 JENSEN HEIGHTS PL NE,479900,457600,433000,08/19/2016,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2919,567000,22 JENSEN HEIGHTS PL NE,479900,457600,433000,08/19/2016,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2920,567000,22 JENSEN HEIGHTS PL NE,488500,469100,433000,07/31/2018,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2921,567000,22 JENSEN HEIGHTS PL NE,488500,469100,433000,07/31/2018,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2922,567000,22 JENSEN HEIGHTS PL NE,488500,469100,433000,07/31/2018,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2923,567000,22 JENSEN HEIGHTS PL NE,488500,469100,433000,07/31/2018,Jensen,Single Family,2 Storey,1759,1997,Plan: 9412145 Block/Unit: 7 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,592,1997,Yes,Yes,Yes,Yes,Yes,No,51.2943267,-114.0107136
2924,330100,228 FLETT PL NE,404000,385300,401000,08/12/2016,Jensen,Single Family,2 Storey,1944,1979,Plan: 7811587 Block/Unit: 3 Lot: 23,R1 Single Detached Residential District,Single Family Dwelling,635,1979,Yes,Yes,None,None,Yes,No,51.2988965,-114.0089411
2925,565700,52 JENSEN HEIGHTS PL NE,441000,420500,419000,09/19/2016,Jensen,Single Family,Bungalow,1302,1995,Plan: 9412145 Block/Unit: 7 Lot: 10,R1 Single Detached Residential District,Single Family Dwelling,512,1995,Yes,Yes,Yes,No,Yes,Yes,51.2941598,-114.0116812
2926,272600,321 FLETT DR NE,340000,324200,352000,09/29/2016,Jensen,Single Family,Split Level (no crawl),1240,1980,Plan: 7811587 Block/Unit: 6 Lot: 1,R1 Single Detached Residential District,Single Family Dwelling,527,1980,Yes,Yes,Yes,No,Yes,No,51.297882,-114.0079392
2927,426900,112 FARR CR NE,315000,303600,370000,10/26/2016,Jensen,Single Family,Bi-Level,1071,1973,Plan: 1035LK Block/Unit: 2 Lot: 20,R1 Single Detached Residential District,Single Family Dwelling,613,1973,Yes,Yes,Yes,No,Yes,No,51.2964768,-114.0126064
2928,340300,108 FARR CR NE,452000,430200,408000,11/28/2016,Jensen,Single Family,Bungalow,1077,1973,Plan: 1035LK Block/Unit: 2 Lot: 21,R1 Single Detached Residential District,Single Family Dwelling,613,1973,Yes,Yes,Yes,Yes,Yes,No,51.2965112,-114.0128477
2929,138300,17 JENSEN CR NE,275000,261700,241000,11/29/2016,Jensen,Duplex,Bungalow,1022,1980,Plan: 7811587 Block/Unit: 5 Lot: 33,R2 Low Density Residential District,Duplex,325,1980,Yes,None,None,None,None,No,51.2965314,-114.0097722
2930,160500,120 JENSEN DR NE,387500,370300,354000,03/16/2017,Jensen,Single Family,Bi-Level,1069,1973,Plan: 1035LK Block/Unit: 2 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,836,1973,Yes,Yes,Yes,No,Yes,No,51.2955923,-114.0121314
2931,565200,62 JENSEN HEIGHTS PL NE,410000,391800,383000,03/08/2017,Jensen,Single Family,Bi-Level,1179,1997,Plan: 9412145 Block/Unit: 7 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,457,1997,Yes,Yes,Yes,No,Yes,Yes,51.2947631,-114.0116968
2932,141400,68 JENSEN CR NE,378000,361400,371000,06/20/2017,Jensen,Single Family,Split Level (no crawl),1230,1980,Plan: 7811587 Block/Unit: 2 Lot: 83,R1 Single Detached Residential District,Single Family Dwelling,557,1980,Yes,Yes,Yes,No,Yes,No,51.2977727,-114.0106393
2933,208200,128 MCCRACKEN CR NE,383000,366100,332000,06/19/2017,Jensen,Single Family,Bi-Level,1072,1972,Plan: 731573 Block/Unit: 2 Lot: 29,R1 Single Detached Residential District,Single Family Dwelling,1255,1972,Yes,Yes,Yes,No,Yes,No,51.2973201,-114.0114286
2934,568700,6 JENSEN HEIGHTS CO NE,390000,370800,392000,07/21/2017,Jensen,Single Family,Bi-Level,1350,1996,Plan: 9412145 Block/Unit: 7 Lot: 40,R1 Single Detached Residential District,Single Family Dwelling,624,1996,Yes,Yes,Yes,No,Yes,No,51.294981,-114.0097008
2935,397800,264 JENSEN DR NE,260500,247600,242000,08/02/2017,Jensen,Duplex,Bungalow,873,1979,Plan: 7811587 Block/Unit: 5 Lot: 20,R2 Low Density Residential District,Duplex,280,1979,Yes,None,Yes,No,None,No,51.296892,-114.008602
2936,162100,5 JENSEN CR NE,279900,266000,269000,08/14/2017,Jensen,Duplex,2 Storey,1158,1980,Plan: 7811587 Block/Unit: 5 Lot: 27,R2 Low Density Residential District,Duplex,315,1980,Yes,Yes,Yes,No,Yes,No,51.2964488,-114.0090471
2937,201900,116 JENSEN DR NE,360000,343000,314000,09/28/2017,Jensen,Single Family,Bi-Level,1081,1973,Plan: 1035LK Block/Unit: 2 Lot: 6,R1 Single Detached Residential District,Single Family Dwelling,613,1973,Yes,Yes,Yes,No,None,No,51.2955853,-114.0123889
2938,120900,278 JENSEN DR NE,382900,364300,377000,10/20/2017,Jensen,Single Family,Bungalow,1181,1979,Plan: 7811587 Block/Unit: 5 Lot: 15,R1 Single Detached Residential District,Single Family Dwelling,495,1979,Yes,Yes,Yes,No,Yes,No,51.2973655,-114.0085177
2939,214300,32 JENSEN CR NE,395000,384300,371000,02/27/2018,Jensen,Single Family,Bi-Level,1159,1980,Plan: 7811587 Block/Unit: 2 Lot: 92,R1 Single Detached Residential District,Single Family Dwelling,583,1980,Yes,Yes,Yes,No,Yes,No,51.2964574,-114.0106986
2940,217200,72 JENSEN CR NE,359900,346300,357000,04/28/2018,Jensen,Single Family,Split Level (no crawl),1208,1980,Plan: 7811587 Block/Unit: 2 Lot: 82,R1 Single Detached Residential District,Single Family Dwelling,557,1980,Yes,Yes,Yes,No,Yes,No,51.2979068,-114.0106216
2941,403600,254 JENSEN DR NE,265000,256100,297000,06/25/2018,Jensen,Duplex,Bi-Level,996,1979,Plan: 7811587 Block/Unit: 5 Lot: 25,R2 Low Density Residential District,Duplex,300,1979,Yes,Yes,Yes,No,Yes,No,51.2964886,-114.0085572
2942,18100,236 JENSEN DR NE,233500,225700,219000,06/25/2018,Jensen,Duplex,2 Storey,1202,1979,Plan: 7811587 Block/Unit: 2 Lot: 112,R2 Low Density Residential District,Duplex,307,1979,None,None,Yes,No,None,No,51.2956593,-114.0090331
2943,60500,121 FARR CR NE,415000,403000,358000,08/07/2018,Jensen,Single Family,Split Level (no crawl),1095,1973,Plan: 1035LK Block/Unit: 2 Lot: 13,R1 Single Detached Residential District,Single Family Dwelling,836,1973,None,Yes,Yes,No,Yes,No,51.2961096,-114.0121486
2944,263400,112 HAWKEY CR NE,382000,366800,314000,09/07/2018,Jensen,Single Family,Bi-Level,1120,1973,Plan: 1035LK Block/Unit: 2 Lot: 46,R1 Single Detached Residential District,Single Family Dwelling,613,1973,Yes,Yes,Yes,No,None,No,51.2983031,-114.0125936
2945,429300,40 JENSEN CR NE,360000,345700,374000,09/10/2018,Jensen,Single Family,Bungalow,1078,1980,Plan: 7811587 Block/Unit: 2 Lot: 90,R1 Single Detached Residential District,Single Family Dwelling,557,1980,Yes,Yes,Yes,No,Yes,No,51.2967382,-114.0106051
2946,255200,420 FLETT DR NE,400000,384100,362000,09/18/2018,Jensen,Single Family,Split Level (no crawl),1191,1979,Plan: 7811587 Block/Unit: 4 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,511,1979,Yes,Yes,Yes,No,Yes,No,51.2982557,-114.0056203
2947,372100,108 FLETT PL NE,330000,321200,362000,11/09/2018,Jensen,Single Family,Bi-Level,1261,1979,Plan: 7811587 Block/Unit: 3 Lot: 11,R1 Single Detached Residential District,Single Family Dwelling,519,1979,Yes,Yes,Yes,No,Yes,No,51.2991547,-114.0106944
2948,411100,113 HAWKEY CR NE,378000,367900,340000,11/20/2018,Jensen,Single Family,Bungalow,986,1973,Plan: 1035LK Block/Unit: 2 Lot: 37,R1 Single Detached Residential District,Single Family Dwelling,613,1973,Yes,Yes,Yes,No,Yes,No,51.2979136,-114.012588
